Pixel Position,Calibrated Wavelength (nm)
839,631.4905722875396
840,631.8527998992796
841,632.2150130424012
842,632.5772117169046
843,632.9393959227896
844,633.3015656600562
845,633.6637209287046
846,634.0258617287348
847,634.3879880601464
848,634.7500999229399
849,635.1121973171148
850,635.4742802426716
851,635.83634869961
852,636.1984026879301
853,636.5604422076319
854,636.9224672587153
855,637.2844778411804
856,637.6464739550272
857,638.0084556002556
858,638.3704227768658
859,638.7323754848576
860,639.094313724231
861,639.4562374949862
862,639.8181467971231
863,640.1800416306414
864,640.5419219955417
865,640.9037878918234
866,641.265639319487
867,641.6274762785322
868,641.9892987689591
869,642.3511067907676
870,642.7129003439579
871,643.0746794285297
872,643.4364440444833
873,643.7981941918185
874,644.1599298705355
875,644.521651080634
876,644.8833578221142
877,645.2450500949762
878,645.6067278992198
879,645.9683912348451
880,646.3300401018521
881,646.6916745002407
882,647.053294430011
883,647.414899891163
884,647.7764908836966
885,648.138067407612
886,648.4996294629088
887,648.8611770495876
888,649.2227101676478
889,649.58422881709
890,649.9457329979136
891,650.307222710119
892,650.668697953706
893,651.0301587286747
894,651.3916050350251
895,651.7530368727571
896,652.1144542418709
897,652.4758571423663
898,652.8372455742434
899,653.1986195375022
900,653.5599790321426
901,653.9213240581647
902,654.2826546155685
903,654.6439707043539
904,655.005272324521
905,655.3665594760698
906,655.7278321590003
907,656.0890903733125
908,656.4503341190064
909,656.8115633960817
910,657.172778204539
911,657.5339785443778
912,657.8951644155983
913,658.2563358182006
914,658.6174927521843
915,658.9786352175499
916,659.3397632142971
917,659.700876742426
918,660.0619758019366
919,660.4230603928288
920,660.7841305151027
921,661.1451861687583
922,661.5062273537956
923,661.8672540702145
924,662.2282663180151
925,662.5892640971973
926,662.9502474077613
927,663.311216249707
928,663.6721706230342
929,664.0331105277432
930,664.3940359638339
931,664.7549469313061
932,665.1158434301601
933,665.4767254603958
934,665.8375930220132
935,666.1984461150122
936,666.5592847393928
937,666.9201088951552
938,667.2809185822993
939,667.641713800825
940,668.0024945507323
941,668.3632608320214
942,668.724012644692
943,669.0847499887445
944,669.4454728641786
945,669.8061812709943
946,670.1668752091919
947,670.5275546787709
948,670.8882196797317
949,671.248870212074
950,671.6095062757981
951,671.970127870904
952,672.3307349973915
953,672.6913276552607
954,673.0519058445115
955,673.412469565144
956,673.7730188171581
957,674.133553600554
958,674.4940739153315
959,674.8545797614906
960,675.2150711390316
961,675.575548047954
962,675.9360104882583
963,676.2964584599441
964,676.6568919630117
965,677.017310997461
966,677.3777155632918
967,677.7381056605044
968,678.0984812890987
969,678.4588424490746
970,678.8191891404322
971,679.1795213631715
972,679.5398391172923
973,679.900142402795
974,680.2604312196793
975,680.6207055679453
976,680.980965447593
977,681.3412108586222
978,681.7014418010333
979,682.061658274826
980,682.4218602800003
981,682.7820478165563
982,683.1422208844939
983,683.5023794838132
984,683.8625236145144
985,684.222653276597
986,684.5827684700614
987,684.9428691949074
988,685.3029554511352
989,685.6630272387447
990,686.0230845577357
991,686.3831274081084
992,686.7431557898628
993,687.1031697029989
994,687.4631691475167
995,687.8231541234162
996,688.1831246306972
997,688.54308066936
998,688.9030222394047
999,689.2629493408307
1000,689.6228619736385
1001,689.982760137828
1002,690.3426438333992
1003,690.702513060352
1004,691.0623678186864
1005,691.4222081084026
1006,691.7820339295006
1007,692.1418452819801
1008,692.5016421658413
1009,692.8614245810841
1010,693.2211925277087
1011,693.580946005715
1012,693.9406850151029
1013,694.3004095558724
1014,694.6601196280237
1015,695.0198152315565
1016,695.3794963664711
1017,695.7391630327675
1018,696.0988152304453
1019,696.458452959505
1020,696.8180762199463
1021,697.1776850117692
1022,697.537279334974
1023,697.8968591895602
1024,698.2564245755282
1025,698.6159754928779
1026,698.9755119416093
1027,699.3350339217222
1028,699.694541433217
1029,700.0540344760932
1030,700.4135130503513
1031,700.7729771559909
1032,701.1324267930124
1033,701.4918619614155
1034,701.8512826612002
1035,702.2106888923665
1036,702.5700806549146
1037,702.9294579488444
1038,703.2888207741557
1039,703.6481691308488
1040,704.0075030189237
1041,704.3668224383802
1042,704.7261273892182
1043,705.085417871438
1044,705.4446938850394
1045,705.8039554300226
1046,706.1632025063875
1047,706.5224351141339
1048,706.8816532532621
1049,707.240856923772
1050,707.6000461256634
1051,707.9592208589365
1052,708.3183811235915
1053,708.677526919628
1054,709.0366582470463
1055,709.395775105846
1056,709.7548774960276
1057,710.1139654175909
1058,710.4730388705357
1059,710.8320978548622
1060,711.1911423705706
1061,711.5501724176604
1062,711.909187996132
1063,712.2681891059854
1064,712.6271757472202
1065,712.9861479198369
1066,713.3451056238353
1067,713.7040488592152
1068,714.0629776259768
1069,714.42189192412
1070,714.7807917536451
1071,715.1396771145518
1072,715.4985480068401
1073,715.8574044305101
1074,716.2162463855618
1075,716.5750738719951
1076,716.9338868898101
1077,717.2926854390068
1078,717.6514695195852
1079,718.0102391315453
1080,718.368994274887
1081,718.7277349496104
1082,719.0864611557155
1083,719.4451728932022
1084,719.8038701620707
1085,720.1625529623208
1086,720.5212212939525
1087,720.8798751569659
1088,721.238514551361
1089,721.5971394771378
1090,721.9557499342964
1091,722.3143459228364
1092,722.6729274427582
1093,723.0314944940617
1094,723.3900470767469
1095,723.7485851908137
1096,724.1071088362621
1097,724.4656180130924
1098,724.8241127213043
1099,725.1825929608978
1100,725.5410587318729
1101,725.8995100342299
1102,726.2579468679684
1103,726.6163692330886
1104,726.9747771295905
1105,727.3331705574741
1106,727.6915495167393
1107,728.0499140073862
1108,728.4082640294148
1109,728.7665995828252
1110,729.1249206676171
1111,729.4832272837907
1112,729.841519431346
1113,730.1997971102829
1114,730.5580603206015
1115,730.9163090623018
1116,731.2745433353839
1117,731.6327631398475
1118,731.9909684756929
1119,732.3491593429198
1120,732.7073357415286
1121,733.0654976715189
1122,733.4236451328909
1123,733.7817781256447
1124,734.13989664978
1125,734.498000705297
1126,734.8560902921956
1127,735.2141654104762
1128,735.5722260601383
1129,735.9302722411819
1130,736.2883039536073
1131,736.6463211974144
1132,737.0043239726032
1133,737.3623122791737
1134,737.7202861171257
1135,738.0782454864595
1136,738.436190387175
1137,738.7941208192722
1138,739.1520367827509
1139,739.5099382776115
1140,739.8678253038536
1141,740.2256978614773
1142,740.5835559504828
1143,740.9413995708701
